"100000458"	B	"5339"	"Whether pdf of Unit and Homework is available?"	"cs101 pdf"	"question"	"\N"	"\N"	"2012-02-25 08:09:06.787181+00"	"1"
"100005361"	B	"2312"	"Feedback on Audio Quality"	"cs101 production audio"	"question"	"\N"	"\N"	"2012-02-23 00:28:02.321344+00"	"2"
"100001178"	B	"2741"	"where is the sample page for homework?"	"cs101 missing_info homework"	"question"	"\N"	"\N"	"2012-02-23 09:15:02.270861+00"	"0"
"100003292"	B	"6361"	"When will unit 2 be online?"	"cs101 unit2"	"question"	"\N"	"\N"	"2012-02-26 15:47:12.522262+00"	"0"
"100003268"	B	"7185"	"Hungarian group"	"cs101 hungarian nationalities"	"question"	"\N"	"\N"	"2012-02-27 15:09:11.184434+00"	"0"
"100003192"	B	"26454"	"Course Application."	"cs101 application."	"question"	"\N"	"\N"	"2012-03-08 08:34:06.704674+00"	"-1"
"100008254"	B	"3778"	"What profile information is public?"	"cs101 profile"	"question"	"\N"	"\N"	"2012-02-23 22:00:39.134386+00"	"0"
"100000425"	B	"262"	"Course content Opera browser error"	"cs101 browsers issues"	"question"	"\N"	"\N"	"2012-02-21 10:57:22.321732+00"	"1"
"100002999"	B	"15084"	"Digital Board used"	"cs101 withe board digital"	"question"	"\N"	"\N"	"2012-03-02 13:35:40.964189+00"	"0"
"100002404"	B	"6336"	"Unit 1: Same Value Q"	"cs101 value same"	"question"	"\N"	"\N"	"2012-02-26 15:16:00.995176+00"	"0"
"100000972"	B	"3017"	"Homework #1"	"cs101 homework"	"question"	"\N"	"\N"	"2012-02-23 12:39:58.31747+00"	"1"
"100071233"	B	"8002818"	""	"cs387 "	"answer"	"8002110"	"8002110"	"2012-05-09 02:41:40.721625+00"	"0"
"100063037"	B	"8002165"	""	"cs387 "	"answer"	"8002157"	"8002157"	"2012-04-30 18:01:05.800986+00"	"2"
"100016314"	B	"8000358"	""	"cs387 "	"answer"	"8000102"	"8000102"	"2012-04-18 16:43:10.286688+00"	"0"
"100000176"	B	"8001893"	""	"cs387 "	"answer"	"8001397"	"8001397"	"2012-04-28 01:45:26.674644+00"	"0"
"100007381"	B	"8001595"	""	"cs387 "	"answer"	"8001496"	"8001496"	"2012-04-24 23:25:52.710818+00"	"0"
"100092590"	B	"8001711"	""	"cs387 "	"answer"	"8001690"	"8001690"	"2012-04-26 00:36:40.070871+00"	"0"
"100000691"	B	"3848"	"String Numbers"	"cs101 about number strings"	"question"	"\N"	"\N"	"2012-02-23 23:03:07.15577+00"	"1"
"100002436"	B	"5662"	"HW Q4 nanodistance"	"cs101 decimal"	"question"	"\N"	"\N"	"2012-02-25 18:28:22.566624+00"	"0"
"100000343"	B	"4262"	"Can we get a pdf version of HW #1?"	"cs101 hw homework"	"question"	"\N"	"\N"	"2012-02-24 06:34:04.39131+00"	"7"
"100005206"	B	"15289"	"What does n % 2 mean in Homework 2.5?"	"cs101 hw2.5"	"question"	"\N"	"\N"	"2012-03-02 16:52:13.781472+00"	"3"
"100001316"	B	"5413"	"Can you help me?"	"cs101 "	"question"	"\N"	"\N"	"2012-02-25 11:11:33.996285+00"	"0"
"100002321"	B	"4688"	"assigning more than line"	"cs101 python"	"question"	"\N"	"\N"	"2012-02-24 15:28:30.782871+00"	"0"
"100000066"	B	"111"	"Why can't I watch video udacity?"	"video cs101 meta bug"	"question"	"\N"	"\N"	"2012-02-21 05:08:03.824261+00"	"0"
"100004506"	B	"1054"	"speed of light"	"cs101 of speed light"	"question"	"\N"	"\N"	"2012-02-22 00:47:26.747963+00"	"1"
"100002000"	B	"5505"	"for the final quiz in CS101 rounding to integer"	"cs101 hw1.9"	"question"	"\N"	"\N"	"2012-02-25 13:25:16.835824+00"	"0"
"100000005"	B	"2"	"Welcome to the Udacity CS101 Forum!"	"cs101 welcome"	"question"	"\N"	"\N"	"2012-02-20 01:36:05.717881+00"	"16"
"100002404"	B	"6340"	"unit 1 - string indexing"	"cs101 unit1 indexing string"	"question"	"\N"	"\N"	"2012-02-26 15:17:51.893189+00"	"0"
"100002767"	B	"6657"	"Unit 1 - Subtitles not found after lesson 14"	"cs101 subtitles"	"question"	"\N"	"\N"	"2012-02-26 21:34:55.056659+00"	"1"
"100002460"	B	"4799"	"doubt in homework 1"	"cs101 round"	"question"	"\N"	"\N"	"2012-02-24 17:30:00.591224+00"	"0"
"100000377"	B	"6232"	"CS101_UNIT_1_32 Python find function"	"cs101 pythonfind"	"question"	"\N"	"\N"	"2012-02-26 10:28:14.736943+00"	"0"
"100007808"	B	"66193"	"Have the courses cs212, cs253, and cs262 started yet?"	"cs101 cs212 cs262 cs253"	"question"	"\N"	"\N"	"2012-04-16 12:36:08.043022+00"	"0"
"100004729"	B	"4905"	"Issues with message board"	"cs101 message board"	"question"	"\N"	"\N"	"2012-02-24 19:19:01.99706+00"	"0"
"100001354"	B	"2634"	"Issue with Python Editor"	"cs101 python"	"question"	"\N"	"\N"	"2012-02-23 06:35:21.954355+00"	"-1"
"100004100"	B	"1026605"	""	"cs373 "	"answer"	"1026454"	"1026454"	"2012-03-25 17:18:39.037727+00"	"0"
"100002421"	B	"5007"	"course content"	"cs101 course"	"question"	"\N"	"\N"	"2012-02-24 21:24:37.241614+00"	"0"
"100003672"	B	"8011"	"answers choices not being saved"	"cs101 not saved answers"	"question"	"\N"	"\N"	"2012-02-28 03:39:31.694383+00"	"1"
"100005714"	B	"8129"	"[bug] searching cause server error"	"cs101 search bug forum"	"question"	"\N"	"\N"	"2012-02-28 05:12:51.894285+00"	"0"
"100002014"	B	"665"	"Any NYC area CS 101 students?"	"cs101 students nycofficehours inperson"	"question"	"\N"	"\N"	"2012-02-21 18:28:20.952798+00"	"0"
"100002695"	B	"50650"	"how to count loops in recursive definitions?"	"cs101 hw6.3 homework"	"question"	"\N"	"\N"	"2012-03-28 20:56:02.93179+00"	"3"
"100002215"	B	"4301"	"Homework 1 not getting saved"	"cs101 homework"	"question"	"\N"	"\N"	"2012-02-24 07:25:58.739801+00"	"0"
"100000800"	B	"3641"	"Homework 1[Spanish Group]"	"cs101 spanish homework hw1"	"question"	"\N"	"\N"	"2012-02-23 20:31:38.072718+00"	"3"
"100003254"	B	"7198"	"When solving quizzes, homework, are we supposed to use only Python code taught so far?"	"cs101 python learned code taught"	"question"	"\N"	"\N"	"2012-02-27 15:17:58.274215+00"	"1"
"100008243"	B	"1239"	"Closing duplicate questions"	"cs101 closing forums"	"question"	"\N"	"\N"	"2012-02-22 04:09:26.765222+00"	"4"
"100006096"	B	"1635"	"Linking to other Stack Exchange profiles"	"cs101 linked overflow accounts stack exchange"	"question"	"\N"	"\N"	"2012-02-22 14:18:45.773623+00"	"1"
"100003456"	B	"8478"	"Homework1 what happens if i dont finish it to tomorow"	"cs101 homework1"	"question"	"\N"	"\N"	"2012-02-28 11:48:07.827102+00"	"0"
"100007764"	B	"2815"	"Homework assignment"	"cs101 homework"	"question"	"\N"	"\N"	"2012-02-23 10:20:36.951524+00"	"0"
"100001360"	B	"2626"	"word caption on course material"	"cs101 caption word"	"question"	"\N"	"\N"	"2012-02-23 06:24:00.245686+00"	"0"
"100002285"	B	"4474"	"Is anyone here from ai-class?"	"cs101 ai-class"	"question"	"\N"	"\N"	"2012-02-24 11:42:07.481626+00"	"0"
"100004781"	B	"12002"	"Finding With Numbers"	"cs101 finding with numbers"	"question"	"\N"	"\N"	"2012-03-01 03:43:12.036784+00"	"0"
"100003292"	B	"8483"	"Who hasn't finished HW1?"	"cs101 homework1 hw1"	"question"	"\N"	"\N"	"2012-02-28 11:50:44.861809+00"	"0"
"100001718"	B	"2971"	"Gaming the site rankings"	"cs101 ranking"	"question"	"\N"	"\N"	"2012-02-23 12:06:20.552796+00"	"3"
"100003274"	B	"7210"	"Rounding off Problem"	"cs101 rounding off if"	"question"	"\N"	"\N"	"2012-02-27 15:24:38.557906+00"	"1"
"100005041"	B	"6547"	"Error message from string indexing"	"cs101 indexing error"	"question"	"\N"	"\N"	"2012-02-26 19:09:33.529756+00"	"0"
"100002813"	B	"11726"	"grades- Where can I find my grade and the videos to get the correct answ?"	"cs101 grades where"	"question"	"\N"	"\N"	"2012-03-01 02:03:26.803793+00"	"0"
"100006402"	A	"18"	"0"	"0"	"0"
"100022094"	A	"6354"	"4"	"12"	"50"
"100018705"	A	"76"	"0"	"3"	"4"
"100021176"	A	"213"	"0"	"1"	"5"
"100045508"	A	"505"	"0"	"1"	"5"
"100071633"	A	"1468"	"5"	"9"	"38"
"100012453"	A	"1067"	"0"	"0"	"5"
"100013104"	A	"52"	"0"	"0"	"6"
"100027859"	A	"2508"	"4"	"18"	"59"
"100033980"	A	"90"	"0"	"0"	"6"
"100020541"	A	"15"	"0"	"0"	"0"
"100020261"	A	"219"	"1"	"1"	"4"
"100013108"	A	"415"	"3"	"3"	"12"
"100005254"	A	"72"	"0"	"0"	"5"
"100092718"	A	"404"	"0"	"0"	"4"
"100019293"	A	"148"	"0"	"0"	"6"
"100000283"	A	"125"	"0"	"1"	"7"
"100036722"	A	"43"	"0"	"0"	"2"
"100083284"	A	"47"	"0"	"0"	"2"
"100000166"	A	"1065"	"1"	"1"	"4"
"100097706"	A	"267"	"0"	"0"	"5"
"100005162"	A	"300"	"2"	"4"	"8"
"100023538"	A	"1861"	"2"	"8"	"22"
"100007122"	A	"321"	"0"	"1"	"15"
"100006386"	A	"6886"	"4"	"12"	"36"
"100008087"	A	"166"	"3"	"3"	"4"
"100000330"	A	"1081"	"2"	"2"	"5"
"100002716"	A	"3954"	"0"	"9"	"40"
"100020080"	A	"10651"	"8"	"24"	"96"
"100009828"	A	"140"	"0"	"3"	"13"
"100041814"	A	"299"	"0"	"0"	"1"
"100066853"	A	"957"	"1"	"2"	"11"
"100005854"	A	"1732"	"0"	"8"	"35"
"100021112"	A	"30"	"0"	"0"	"4"
"100068257"	A	"1662"	"0"	"1"	"6"
"100014478"	A	"37"	"0"	"0"	"2"
"100023310"	A	"494"	"0"	"1"	"10"
"100089148"	A	"32"	"0"	"0"	"2"
"100015013"	A	"13"	"0"	"0"	"2"
"100004804"	A	"1125"	"2"	"6"	"20"
"100001057"	A	"1280"	"7"	"16"	"37"
"100007850"	A	"5736"	"26"	"56"	"82"
"100006638"	A	"189"	"0"	"1"	"6"
"100000970"	A	"99"	"1"	"3"	"8"
"100000257"	A	"395"	"1"	"1"	"9"
"100000769"	A	"41"	"0"	"0"	"2"
"100005441"	A	"81"	"1"	"2"	"6"
"100004586"	A	"5446"	"10"	"32"	"76"
"100005410"	A	"499"	"1"	"7"	"18"
"100008269"	A	"3127"	"8"	"18"	"27"
"100004081"	A	"5345"	"3"	"20"	"54"
"100001094"	A	"4700"	"4"	"13"	"39"
"100001358"	A	"590"	"3"	"8"	"19"
"100008612"	A	"1584"	"1"	"15"	"29"
"100001333"	A	"51"	"1"	"2"	"6"
"100000091"	A	"285"	"1"	"1"	"9"
"100005728"	A	"116"	"0"	"0"	"5"
"100005714"	A	"57"	"0"	"2"	"8"
"100017078"	A	"3"	"1"	"2"	"3"
"100000111"	A	"11"	"0"	"0"	"0"
"100060843"	A	"11"	"0"	"0"	"1"
"100003418"	A	"11"	"0"	"0"	"0"
"100004176"	A	"11"	"1"	"2"	"9"
"100010467"	A	"11"	"0"	"1"	"2"
"100004243"	A	"11"	"0"	"0"	"3"
"100004693"	A	"11"	"0"	"1"	"2"
"100004162"	A	"11"	"0"	"1"	"1"
"100012137"	A	"11"	"0"	"0"	"1"
"100081005"	A	"11"	"0"	"0"	"0"
"100019794"	A	"11"	"0"	"0"	"1"
"100001413"	A	"11"	"0"	"0"	"0"
"100021330"	A	"1619"	"0"	"1"	"8"
"100025468"	A	"8741"	"0"	"6"	"37"
"100023959"	A	"117"	"0"	"0"	"1"
"100016998"	A	"303"	"0"	"0"	"6"
"100021689"	A	"12"	"0"	"0"	"1"
"100091449"	A	"182"	"0"	"0"	"5"
"100085343"	A	"16"	"0"	"0"	"2"
"100006969"	A	"542"	"1"	"2"	"18"
"100000983"	A	"1994"	"7"	"16"	"40"
"100003760"	A	"31"	"0"	"2"	"7"
"100043405"	A	"375"	"0"	"0"	"9"
"100004747"	A	"299"	"0"	"1"	"9"
"100043090"	A	"35"	"1"	"1"	"3"
"100014993"	A	"413"	"0"	"0"	"8"
"100005693"	A	"591"	"2"	"5"	"27"
"100003077"	A	"797"	"0"	"2"	"7"
"100078293"	A	"41"	"0"	"0"	"2"
"100006115"	A	"1494"	"1"	"6"	"21"
"100008084"	A	"129"	"0"	"0"	"8"
"100097713"	A	"361"	"0"	"0"	"4"
"100008098"	A	"2460"	"3"	"12"	"39"
"100068264"	A	"247"	"0"	"0"	"4"
"100078168"	A	"132"	"0"	"0"	"4"
"100005906"	A	"241"	"0"	"0"	"11"
"100064704"	A	"15"	"0"	"0"	"1"
"100019918"	A	"3251"	"1"	"3"	"57"
"100031807"	A	"245"	"0"	"0"	"2"
"100011824"	A	"73"	"0"	"0"	"8"
"100016314"	A	"3249"	"0"	"2"	"36"
"100003449"	A	"98"	"0"	"0"	"15"
"100010256"	A	"737"	"0"	"9"	"16"
"100033031"	A	"63"	"0"	"0"	"3"
"100020357"	A	"182"	"0"	"0"	"4"
"100011369"	A	"72"	"2"	"2"	"6"
"100006192"	A	"1678"	"3"	"10"	"44"
"100009664"	A	"230"	"0"	"1"	"9"
"100001671"	A	"429"	"0"	"0"	"12"
"100077279"	A	"68"	"0"	"0"	"7"
"100008097"	A	"347"	"0"	"0"	"19"
"100009865"	A	"259"	"3"	"5"	"18"
"100045356"	A	"12"	"0"	"0"	"4"
"100029728"	A	"319"	"0"	"3"	"3"
"100061266"	A	"187"	"0"	"0"	"6"
"100005095"	A	"1179"	"3"	"9"	"34"
"100116866"	A	"2"	"0"	"0"	"0"
"100023938"	A	"33"	"0"	"0"	"8"
"100008549"	A	"301"	"0"	"0"	"12"
"100088882"	A	"91"	"0"	"0"	"5"
"100071759"	A	"326"	"0"	"0"	"8"
"100007977"	A	"100"	"0"	"0"	"7"
"100089026"	A	"32"	"0"	"0"	"2"
"100102662"	A	"266"	"0"	"1"	"7"
"100026097"	A	"5913"	"0"	"3"	"30"
"100002508"	A	"375"	"4"	"10"	"27"
"100041649"	A	"165"	"0"	"0"	"4"
"100012098"	A	"924"	"1"	"2"	"18"
"100007567"	A	"34"	"0"	"0"	"4"
"100019936"	A	"12"	"1"	"1"	"2"
"100002811"	A	"559"	"4"	"5"	"29"
"100007394"	A	"563"	"1"	"5"	"12"
"100011241"	A	"59"	"1"	"2"	"7"
"100068016"	A	"197"	"0"	"0"	"1"
"100034112"	A	"4"	"0"	"0"	"2"
"100000782"	A	"715"	"3"	"8"	"34"
"100002126"	A	"5050"	"3"	"10"	"66"
"100036970"	A	"121"	"0"	"0"	"3"
"100004438"	A	"99"	"0"	"2"	"6"
"100000048"	A	"1128"	"5"	"14"	"42"
"100008288"	A	"1819"	"1"	"2"	"28"
"100059980"	A	"100"	"1"	"2"	"6"
"100026947"	A	"2330"	"0"	"0"	"19"
"100000708"	A	"193"	"3"	"4"	"11"
"100008252"	A	"946"	"9"	"23"	"41"
"100014045"	A	"10"	"0"	"0"	"4"
"100041554"	A	"55"	"1"	"1"	"4"
"100005533"	A	"1768"	"7"	"16"	"19"
"100041674"	A	"2511"	"0"	"1"	"7"
"100024175"	A	"122"	"1"	"2"	"4"
"100029550"	A	"41"	"0"	"0"	"5"
"100028715"	A	"61"	"0"	"0"	"2"
"100026465"	A	"77"	"0"	"0"	"7"
"100074365"	A	"47"	"0"	"0"	"5"
"100000542"	A	"749"	"2"	"3"	"17"
"100029163"	A	"57"	"0"	"1"	"6"
"100033022"	A	"3432"	"1"	"4"	"29"
"100006720"	A	"498"	"0"	"1"	"25"
"100026536"	A	"92"	"0"	"0"	"2"
"100000184"	A	"88"	"0"	"1"	"5"
"100033563"	A	"127"	"0"	"1"	"4"
"100013215"	A	"133"	"1"	"1"	"5"
"100006635"	A	"386"	"0"	"2"	"19"
"100043000"	A	"74"	"1"	"1"	"6"
"100011325"	A	"438"	"0"	"1"	"15"
"100027876"	A	"122"	"0"	"0"	"2"
"100032727"	A	"5"	"1"	"1"	"1"
"100046909"	A	"4751"	"2"	"6"	"14"
"100006999"	A	"1482"	"0"	"1"	"44"
"100029261"	A	"2228"	"0"	"2"	"30"
